,Wavelength[nm],Average
,320.469,3.5
,323.166,0.848921
,325.861,0.920755
,328.553,0.972763
,331.243,0.815603
,333.93,0.568965
,336.615,1
,339.297,0.885375
,341.976,0.723735
,344.653,0.831933
,347.327,0.903226
,349.998,0.978166
,352.666,0.818182
,355.331,0.744856
,357.994,0.7897
,360.653,0.69112
,363.309,0.680328
,365.962,0.686747
,368.612,0.806167
,371.259,0.91866
,373.903,0.656652
,376.543,0.81068
,379.18,0.695652
,381.813,0.694301
,384.443,0.737113
,387.07,0.580808
,389.693,0.691919
,392.313,0.923913
,394.929,0.692308
,397.541,0.849515
,400.15,1.19497
,402.755,0.8125
,405.356,0.935323
,407.954,0.861386
,410.547,0.894472
,413.137,0.770428
,415.723,0.867257
,418.305,0.781609
,420.883,0.711538
,423.457,0.755814
,426.027,0.787529
,428.593,0.805556
,431.154,0.752809
,433.712,0.777778
,436.265,0.766941
,438.814,0.737274
,441.359,0.743906
,443.9,0.740195
,446.436,0.723637
,448.967,0.721568
,451.495,0.713711
,454.018,0.708872
,456.536,0.716624
,459.05,0.725244
,461.559,0.738228
,464.064,0.750036
,466.564,0.743236
,469.06,0.740059
,471.551,0.741691
,474.037,0.741574
,476.518,0.744397
,478.995,0.737716
,481.467,0.736682
,483.934,0.741919
,486.396,0.744772
,488.853,0.755766
,491.305,0.75958
,493.753,0.768403
,496.195,0.768662
,498.632,0.771259
,501.065,0.780914
,503.492,0.780686
,505.914,0.791972
,508.332,0.805551
,510.743,0.808104
,513.15,0.820982
,515.552,0.828917
,517.948,0.844078
,520.339,0.844961
,522.725,0.857687
,525.106,0.868443
,527.481,0.877884
,529.851,0.880633
,532.216,0.889162
,534.575,0.895138
,536.929,0.906217
,539.277,0.908261
,541.62,0.918917
,543.957,0.916553
,546.289,0.913626
,548.616,0.912104
,550.936,0.917938
,553.252,0.92281
,555.561,0.924893
,557.865,0.92172
,560.164,0.91836
,562.457,0.920687
,564.744,0.925949
,567.025,0.926452
,569.301,0.931713
,571.571,0.933188
,573.835,0.930474
,576.093,0.934825
,578.346,0.940082
,580.593,0.941845
,582.834,0.950367
,585.069,0.953145
,587.299,0.953735
,589.522,0.956529
,591.74,0.953626
,593.952,0.959683
,596.158,0.961036
,598.358,0.955899
,600.551,0.95671
,602.739,0.960658
,604.922,0.95655
,607.098,0.955602
,609.268,0.953616
,611.432,0.952517
,613.59,0.956992
,615.742,0.956205
,617.887,0.952617
,620.027,0.959645
,622.161,0.953618
,624.289,0.95446
,626.41,0.958074
,628.526,0.957401
,630.635,0.95169
,632.738,0.9521
,634.835,0.9482
,636.926,0.954335
,639.011,0.951994
,641.089,0.951607
,643.162,0.95256
,645.228,0.954102
,647.288,0.952109
,649.341,0.949545
,651.389,0.952948
,653.43,0.948025
,655.465,0.954237
,657.494,0.94748
,659.516,0.943809
,661.532,0.940961
,663.542,0.950704
,665.546,0.94768
,667.543,0.945949
,669.535,0.940069
,671.519,0.952846
,673.498,0.951116
,675.47,0.940754
,677.436,0.947674
,679.396,0.945005
,681.349,0.948872
,683.296,0.95399
,685.236,0.949361
,687.171,0.964499
,689.099,0.960239
,691.02,0.964889
,692.935,0.953882
,694.844,0.952643
,696.747,0.960674
,698.643,0.960716
,700.533,0.955048
,702.416,0.95349
,704.293,0.959129
,706.164,0.960744
,708.029,0.960905
,709.887,0.959968
,711.738,0.967647
,713.584,0.96786
,715.423,0.955421
,717.255,0.94811
,719.082,0.958879
,720.901,0.958917
,722.715,0.972807
,724.522,0.963571
,726.323,0.960925
,728.117,0.959188
,729.905,0.966524
,731.687,0.959435
,733.462,0.977484
,735.232,0.956189
,736.994,0.939444
,738.751,0.974661
,740.501,0.963407
,742.244,0.967082
,743.982,0.953063
,745.713,0.964438
,747.437,0.947642
,749.156,0.952775
