,Wavelength[nm],Average
,320.469,0.25
,323.166,1.02834
,325.861,1.03965
,328.553,1.01702
,331.243,1.06504
,333.93,1.08984
,336.615,1.1907
,339.297,0.927602
,341.976,0.891775
,344.653,0.937255
,347.327,1.13402
,349.998,1.01293
,352.666,1.09375
,355.331,1.14155
,357.994,1.18919
,360.653,1.195
,363.309,1.08451
,365.962,1.0936
,368.612,1.00971
,371.259,0.959184
,373.903,1.28144
,376.543,0.9799
,379.18,1.0603
,381.813,1.03593
,384.443,1.12717
,387.07,1.26437
,389.693,1.47222
,392.313,1.06593
,394.929,1.06593
,397.541,1.00568
,400.15,1.00995
,402.755,0.929245
,405.356,0.87156
,407.954,0.966019
,410.547,1.08602
,413.137,1.09314
,415.723,0.838983
,418.305,0.802419
,420.883,0.950355
,423.457,1.02229
,426.027,0.764434
,428.593,0.879928
,431.154,0.780234
,433.712,0.828338
,436.265,0.770064
,438.814,0.744513
,441.359,0.742729
,443.9,0.741635
,446.436,0.726559
,448.967,0.736941
,451.495,0.735711
,454.018,0.733497
,456.536,0.737985
,459.05,0.740056
,461.559,0.757416
,464.064,0.77185
,466.564,0.770692
,469.06,0.76137
,471.551,0.759506
,474.037,0.762303
,476.518,0.764075
,478.995,0.757971
,481.467,0.762505
,483.934,0.769884
,486.396,0.770442
,488.853,0.768041
,491.305,0.773902
,493.753,0.779723
,496.195,0.790726
,498.632,0.790697
,501.065,0.798525
,503.492,0.808124
,505.914,0.809066
,508.332,0.823194
,510.743,0.825533
,513.15,0.83905
,515.552,0.848562
,517.948,0.856297
,520.339,0.868175
,522.725,0.882742
,525.106,0.883718
,527.481,0.892377
,529.851,0.903475
,532.216,0.909138
,534.575,0.906265
,536.929,0.91949
,539.277,0.925867
,541.62,0.925238
,543.957,0.925905
,546.289,0.928878
,548.616,0.934648
,550.936,0.936928
,553.252,0.943223
,555.561,0.938996
,557.865,0.942205
,560.164,0.939212
,562.457,0.938608
,564.744,0.942553
,567.025,0.948332
,569.301,0.943356
,571.571,0.946686
,573.835,0.942145
,576.093,0.943258
,578.346,0.956145
,580.593,0.951602
,582.834,0.958463
,585.069,0.966389
,587.299,0.96813
,589.522,0.964372
,591.74,0.968863
,593.952,0.971395
,596.158,0.967348
,598.358,0.96766
,600.551,0.971883
,602.739,0.971042
,604.922,0.968505
,607.098,0.973183
,609.268,0.969455
,611.432,0.971132
,613.59,0.967006
,615.742,0.976273
,617.887,0.968791
,620.027,0.969159
,622.161,0.967333
,624.289,0.968535
,626.41,0.966849
,628.526,0.969431
,630.635,0.966733
,632.738,0.962649
,634.835,0.970204
,636.926,0.966956
,639.011,0.967818
,641.089,0.968605
,643.162,0.964872
,645.228,0.970402
,647.288,0.967431
,649.341,0.965831
,651.389,0.961804
,653.43,0.968665
,655.465,0.957037
,657.494,0.968138
,659.516,0.970845
,661.532,0.968789
,663.542,0.960682
,665.546,0.962997
,667.543,0.97013
,669.535,0.961453
,671.519,0.971583
,673.498,0.974729
,675.47,0.969621
,677.436,0.966698
,679.396,0.962588
,681.349,0.973322
,683.296,0.967185
,685.236,0.971219
,687.171,0.979464
,689.099,0.974133
,691.02,0.973119
,692.935,0.984646
,694.844,0.977183
,696.747,0.97871
,698.643,0.980315
,700.533,0.992114
,702.416,0.979512
,704.293,0.983548
,706.164,0.967098
,708.029,0.977225
,709.887,0.979963
,711.738,0.984734
,713.584,0.992203
,715.423,0.993705
,717.255,0.970697
,719.082,0.973801
,720.901,0.994113
,722.715,0.979145
,724.522,0.983912
,726.323,0.960456
,728.117,0.983617
,729.905,0.97717
,731.687,0.988522
,733.462,0.982805
,735.232,0.985271
,736.994,1.00197
,738.751,0.989105
,740.501,0.989194
,742.244,0.991316
,743.982,1.02435
,745.713,0.980851
,747.437,0.981259
,749.156,0.966195
,750.868,0.991018
,752.573,0.982581
,754.273,0.994767
,755.966,0.98858
,757.653,1.01288
,759.333,1.00812
,761.008,1.00871
,762.676,0.98482
,764.337,0.962067
,765.993,0.997846
,767.642,0.99924
,769.285,0.988746
,770.922,0.985618
,772.552,1.01732
,774.176,1.01442
,775.795,1.00302
,777.406,1.0354
,779.012,1.00553
,780.611,1.0193
,782.205,1.02057
,783.792,1.0466
,785.373,1.01136
,786.947,1.04284
,788.516,0.995327
,790.078,0.972644
,791.635,1.08863
,793.185,1.06119
,794.729,1.02622
,796.267,1.0444
,797.799,1.0625
,799.325,1.01006
,800.844,0.90678
,802.358,1.02036
,803.866,1.0799
,805.368,1.02676
,806.863,1.05736
,808.353,1.04632
,809.836,1.11111
,811.314,1.12245
,812.786,1.05278
,814.252,1.06977
,815.711,1.1165
,817.165,1.09864
,818.613,1.04377
,820.055,1.13121
,821.491,1.02414
,822.922,1.01742
,824.346,1.13281
,825.765,1.16092
,827.178,1.15234
,828.585,0.978339
,829.986,1.0083
,831.381,1.02632
,832.771,1.09465
,834.155,1.17742
,835.533,1.05242
,836.906,1.30769
,838.272,1.11647
,839.633,1.06478
,840.989,1.09836
,842.339,1.05085
,843.683,1.09132
,845.021,0.962656
,846.354,1.18222
,847.682,1.06009
,849.004,1.12919
,850.32,1.37374
,851.631,1.29592
,852.936,0.866397
,854.236,1.02899
,855.53,1.10891
,856.819,1.17085
,858.102,1.22886
,859.38,1.17318
,860.653,1.01531
,861.92,1.00465
,863.182,1.19126
,864.439,1.39773
,865.69,1.28824
,866.936,1.05473
,868.177,1.49645
,869.412,0.97549
,870.642,1.10526
,871.867,1.25166
,873.087,1.32075
,874.302,1.35606
,875.512,0.923469
,876.716,1.36538
,877.916,1.6087
,879.11,1.44138
,880.299,0.951613
,881.483,1.40816
,882.663,1.39683
,883.837,1.19136
,885.006,1.09396
,886.17,1.0828
,887.33,1
,888.484,1.35664
