,Wavelength[nm],Average
,320.469,-0.05
,323.166,1.06883
,325.861,1.13656
,328.553,1.02979
,331.243,0.837398
,333.93,0.894531
,336.615,1.05116
,339.297,1.0543
,341.976,1.02597
,344.653,1.01176
,347.327,1.21649
,349.998,0.918103
,352.666,1.06696
,355.331,0.872146
,357.994,1.41081
,360.653,1.21
,363.309,1.01878
,365.962,1.04926
,368.612,0.956311
,371.259,1.15816
,373.903,1.67665
,376.543,1.08543
,379.18,1.1809
,381.813,1.11976
,384.443,1.4104
,387.07,1.38506
,389.693,1.52778
,392.313,1.24176
,394.929,1.13736
,397.541,1.22159
,400.15,1.00498
,402.755,1.01415
,405.356,0.908257
,407.954,1.00971
,410.547,1.23118
,413.137,0.931373
,415.723,0.847458
,418.305,1.15726
,420.883,0.953901
,423.457,1.02229
,426.027,0.849885
,428.593,0.863799
,431.154,0.817945
,433.712,0.831971
,436.265,0.814013
,438.814,0.769096
,441.359,0.755922
,443.9,0.788649
,446.436,0.753598
,448.967,0.759596
,451.495,0.74848
,454.018,0.744939
,456.536,0.749625
,459.05,0.75141
,461.559,0.759149
,464.064,0.769874
,466.564,0.761804
,469.06,0.755784
,471.551,0.757094
,474.037,0.757307
,476.518,0.758233
,478.995,0.755933
,481.467,0.76094
,483.934,0.76588
,486.396,0.765546
,488.853,0.768544
,491.305,0.773942
,493.753,0.778561
,496.195,0.78893
,498.632,0.782389
,501.065,0.79005
,503.492,0.799729
,505.914,0.804818
,508.332,0.806611
,510.743,0.815124
,513.15,0.827617
,515.552,0.833837
,517.948,0.850248
,520.339,0.857195
,522.725,0.867457
,525.106,0.876467
,527.481,0.876215
,529.851,0.892715
,532.216,0.899879
,534.575,0.893315
,536.929,0.907415
,539.277,0.911493
,541.62,0.9145
,543.957,0.920698
,546.289,0.92147
,548.616,0.918362
,550.936,0.923185
,553.252,0.928384
,555.561,0.93113
,557.865,0.927812
,560.164,0.926667
,562.457,0.930889
,564.744,0.928631
,567.025,0.934012
,569.301,0.935813
,571.571,0.933675
,573.835,0.934786
,576.093,0.934305
,578.346,0.939962
,580.593,0.944184
,582.834,0.95182
,585.069,0.958193
,587.299,0.950987
,589.522,0.951816
,591.74,0.960567
,593.952,0.96222
,596.158,0.95659
,598.358,0.960948
,600.551,0.961173
,602.739,0.96265
,604.922,0.96091
,607.098,0.958801
,609.268,0.960927
,611.432,0.957741
,613.59,0.956001
,615.742,0.957053
,617.887,0.958946
,620.027,0.961177
,622.161,0.958915
,624.289,0.959595
,626.41,0.958415
,628.526,0.961316
,630.635,0.961141
,632.738,0.957238
,634.835,0.956385
,636.926,0.958832
,639.011,0.954009
,641.089,0.959204
,643.162,0.956572
,645.228,0.963494
,647.288,0.955371
,649.341,0.952547
,651.389,0.954937
,653.43,0.955012
,655.465,0.951853
,657.494,0.950316
,659.516,0.958957
,661.532,0.957368
,663.542,0.949938
,665.546,0.957935
,667.543,0.954174
,669.535,0.960417
,671.519,0.959382
,673.498,0.961462
,675.47,0.954499
,677.436,0.948856
,679.396,0.952849
,681.349,0.956108
,683.296,0.954797
,685.236,0.966073
,687.171,0.972421
,689.099,0.961662
,691.02,0.957043
,692.935,0.969503
,694.844,0.963015
,696.747,0.966476
,698.643,0.976043
,700.533,0.981023
,702.416,0.971725
,704.293,0.983449
,706.164,0.97134
,708.029,0.980196
,709.887,0.958199
,711.738,0.98461
,713.584,0.982424
,715.423,0.969922
,717.255,0.977176
,719.082,0.97135
,720.901,0.967621
,722.715,0.983419
,724.522,0.973247
,726.323,0.957605
,728.117,0.972763
,729.905,0.964678
,731.687,0.981634
,733.462,0.977401
,735.232,0.959495
,736.994,1.02671
,738.751,0.982332
,740.501,0.974992
,742.244,1
,743.982,1.0153
,745.713,0.985816
,747.437,0.993628
,749.156,0.981918
,750.868,1.00855
,752.573,0.986155
,754.273,0.995718
,755.966,0.954816
,757.653,1.04031
,759.333,0.99942
,761.008,1.04291
,762.676,0.975332
,764.337,0.976455
,765.993,1.00072
,767.642,0.984791
,769.285,1.00804
,770.922,0.997462
,772.552,1.03008
,774.176,1.00385
,775.795,0.986935
,777.406,1.09181
,779.012,1.00111
,780.611,1.04463
,782.205,1.04756
,783.792,1.0719
,785.373,1.00568
,786.947,1.06352
,788.516,1.01402
,790.078,0.943769
,791.635,0.981605
,793.185,1.02273
,794.729,1.10674
,796.267,1.03861
,797.799,1.12708
,799.325,1.06439
,800.844,1.0339
,802.358,1.03167
,803.866,1.04843
,805.368,1.12895
,806.863,0.982544
,808.353,1.13896
,809.836,1.10278
,811.314,1.13703
,812.786,1.05278
,814.252,1.16279
,815.711,1.11003
,817.165,1.10204
,818.613,1.01683
,820.055,1.15957
,821.491,1.10345
,822.922,1.16028
,824.346,1.17188
,825.765,1.09962
,827.178,1.09375
,828.585,1.07581
,829.986,1.26141
,831.381,1.22932
,832.771,1.17695
,834.155,1.27016
,835.533,1.15323
,836.906,1.26244
,838.272,1.19277
,839.633,1.02024
,840.989,1.06967
,842.339,1.11441
,843.683,1.05479
,845.021,1.14523
,846.354,1.06222
,847.682,1.06009
,849.004,1.29665
,850.32,1.27273
,851.631,1.03571
,852.936,1.03644
,854.236,1.2657
,855.53,1.23267
,856.819,1.16583
,858.102,1.08955
,859.38,1.12291
,860.653,1.10714
,861.92,1.21395
,863.182,1.19126
,864.439,1.22159
,865.69,1.05882
,866.936,1.12935
,868.177,1.28369
,869.412,1.16176
,870.642,1.09357
,871.867,1.48344
,873.087,1.38365
,874.302,1.64394
,875.512,1.06122
,876.716,1.25
,877.916,1.64493
,879.11,1.18621
,880.299,1.1828
,881.483,1.36054
,882.663,1.69841
,883.837,1.17284
,885.006,1.27517
,886.17,1.16561
,887.33,1.41497
,888.484,1.43357
