,Wavelength[nm],Average
,320.469,4.33333
,323.166,0.949219
,325.861,0.768683
,328.553,0.658537
,331.243,0.770992
,333.93,0.80916
,336.615,0.67433
,339.297,0.580292
,341.976,0.755365
,344.653,0.79918
,347.327,0.91453
,349.998,0.731449
,352.666,0.73494
,355.331,0.878261
,357.994,0.629787
,360.653,0.855932
,363.309,0.800926
,365.962,0.753086
,368.612,0.798077
,371.259,0.855556
,373.903,0.688776
,376.543,0.834395
,379.18,0.8
,381.813,0.935135
,384.443,0.424242
,387.07,0.862637
,389.693,0.639423
,392.313,0.98773
,394.929,0.732456
,397.541,0.587983
,400.15,0.691542
,402.755,0.75
,405.356,0.853211
,407.954,0.821277
,410.547,0.72381
,413.137,0.693798
,415.723,0.799087
,418.305,0.758755
,420.883,0.755102
,423.457,0.768817
,426.027,0.676892
,428.593,0.750408
,431.154,0.694348
,433.712,0.684339
,436.265,0.66648
,438.814,0.675494
,441.359,0.679188
,443.9,0.694203
,446.436,0.681831
,448.967,0.684839
,451.495,0.694391
,454.018,0.700761
,456.536,0.698896
,459.05,0.718139
,461.559,0.734357
,464.064,0.7446
,466.564,0.740498
,469.06,0.740316
,471.551,0.735285
,474.037,0.732717
,476.518,0.732724
,478.995,0.735354
,481.467,0.734215
,483.934,0.7374
,486.396,0.741766
,488.853,0.741639
,491.305,0.74065
,493.753,0.735706
,496.195,0.745355
,498.632,0.739219
,501.065,0.741209
,503.492,0.758038
,505.914,0.759786
,508.332,0.757965
,510.743,0.776618
,513.15,0.786917
,515.552,0.798218
,517.948,0.80002
,520.339,0.811806
,522.725,0.814715
,525.106,0.821382
,527.481,0.831117
,529.851,0.823145
,532.216,0.839848
,534.575,0.833985
,536.929,0.845554
,539.277,0.845297
,541.62,0.852589
,543.957,0.850179
,546.289,0.858033
,548.616,0.853384
,550.936,0.858054
,553.252,0.86601
,555.561,0.864721
,557.865,0.868961
,560.164,0.866168
,562.457,0.868688
,564.744,0.870091
,567.025,0.872152
,569.301,0.872791
,571.571,0.881402
,573.835,0.874176
,576.093,0.877946
,578.346,0.883233
,580.593,0.8872
,582.834,0.892093
,585.069,0.899227
,587.299,0.895099
,589.522,0.902419
,591.74,0.906063
,593.952,0.905711
,596.158,0.905688
,598.358,0.906992
,600.551,0.908712
,602.739,0.912091
,604.922,0.911667
,607.098,0.909417
,609.268,0.916398
,611.432,0.914573
,613.59,0.914555
,615.742,0.911417
,617.887,0.918526
,620.027,0.918861
,622.161,0.913446
,624.289,0.91418
,626.41,0.912957
,628.526,0.908557
,630.635,0.913162
,632.738,0.912755
,634.835,0.907594
,636.926,0.908317
,639.011,0.912399
,641.089,0.915358
,643.162,0.911763
,645.228,0.908177
,647.288,0.914221
,649.341,0.908264
,651.389,0.904656
,653.43,0.905068
,655.465,0.910903
,657.494,0.915947
,659.516,0.906578
,661.532,0.910731
,663.542,0.906755
,665.546,0.903219
,667.543,0.915121
,669.535,0.909419
,671.519,0.900815
,673.498,0.912936
,675.47,0.910006
,677.436,0.908942
,679.396,0.911176
,681.349,0.92339
,683.296,0.922824
,685.236,0.914398
,687.171,0.909239
,689.099,0.921927
,691.02,0.917064
,692.935,0.909262
,694.844,0.927714
,696.747,0.912801
,698.643,0.928095
,700.533,0.913736
,702.416,0.925499
,704.293,0.93888
,706.164,0.91867
,708.029,0.912344
,709.887,0.927304
,711.738,0.914774
,713.584,0.932687
,715.423,0.925548
,717.255,0.921795
,719.082,0.919598
,720.901,0.908072
,722.715,0.932423
,724.522,0.919329
,726.323,0.929055
,728.117,0.925439
,729.905,0.921912
,731.687,0.940237
,733.462,0.935192
,735.232,0.927916
,736.994,0.927688
,738.751,0.930314
,740.501,0.916816
,742.244,0.897984
,743.982,0.899869
,745.713,0.894359
,747.437,0.91037
,749.156,0.934732
,750.868,0.925957
,752.573,0.923345
,754.273,0.896552
,755.966,0.940245
,757.653,0.931917
,759.333,0.921053
,761.008,0.904373
,762.676,0.929427
,764.337,0.927273
,765.993,0.8831
,767.642,0.933535
,769.285,0.940805
,770.922,0.910931
,772.552,0.925958
,774.176,0.909265
,775.795,0.903603
,777.406,0.91
,779.012,0.950728
,780.611,0.938084
,782.205,0.958231
,783.792,0.852086
,785.373,0.917367
,786.947,0.892045
,788.516,0.871833
,790.078,0.858954
,791.635,0.905808
,793.185,0.917208
,794.729,0.916084
,796.267,0.903986
,797.799,0.887619
,799.325,0.846307
,800.844,0.867089
,802.358,1.0023
,803.866,0.941704
,805.368,0.878319
,806.863,0.971154
,808.353,0.913253
,809.836,0.893671
,811.314,0.819178
,812.786,0.971963
,814.252,0.996885
,815.711,0.835106
,817.165,0.761628
,818.613,0.91358
,820.055,0.881988
,821.491,0.929936
,822.922,0.974194
,824.346,0.954683
,825.765,0.936242
,827.178,0.880702
,828.585,0.861486
,829.986,1.01498
,831.381,0.974359
,832.771,0.988462
,834.155,0.875817
,835.533,0.83391
,836.906,0.749175
,838.272,0.86
,839.633,0.895397
,840.989,0.967871
,842.339,0.841463
,843.683,0.962121
,845.021,0.815498
,846.354,0.814545
,847.682,0.859649
,849.004,0.954733
,850.32,0.887967
,851.631,0.746606
,852.936,0.96861
,854.236,0.719101
,855.53,0.816038
,856.819,0.76569
,858.102,0.783133
,859.38,0.693617
,860.653,0.731092
,861.92,0.781659
,863.182,0.665306
,864.439,0.944186
,865.69,0.880531
,866.936,0.802575
,868.177,1.03243
,869.412,1.17341
,870.642,0.772727
,871.867,0.901478
,873.087,0.729064
,874.302,0.947644
,875.512,0.950549
,876.716,0.811518
,877.916,0.685446
,879.11,0.88764
,880.299,0.846939
,881.483,1
,882.663,0.635417
,883.837,0.947059
,885.006,0.860215
,886.17,0.742424
,887.33,0.829268
,888.484,0.724324
