,Wavelength[nm],Average
,320.469,-1.2
,323.166,0.951219
,325.861,1.02183
,328.553,1.18367
,331.243,1.02941
,333.93,1
,336.615,1.00541
,339.297,1.02513
,341.976,1.56875
,344.653,0.980198
,347.327,0.902834
,349.998,1.14365
,352.666,1.15816
,355.331,1.00524
,357.994,1.09524
,360.653,1.0578
,363.309,1.02841
,365.962,1.1
,368.612,0.950249
,371.259,1.35606
,373.903,0.910798
,376.543,1.00559
,379.18,1.05063
,381.813,1.16463
,384.443,1.05072
,387.07,1
,389.693,0.994186
,392.313,1
,394.929,0.936508
,397.541,1.18116
,400.15,0.983696
,402.755,0.892045
,405.356,0.978947
,407.954,1.11667
,410.547,1.15094
,413.137,1.4125
,415.723,1.01829
,418.305,1.0786
,420.883,1.02542
,423.457,1.09524
,426.027,0.858191
,428.593,0.899225
,431.154,0.831697
,433.712,0.802618
,436.265,0.829553
,438.814,0.810066
,441.359,0.770922
,443.9,0.810641
,446.436,0.828402
,448.967,0.818885
,451.495,0.811079
,454.018,0.809766
,456.536,0.815604
,459.05,0.819093
,461.559,0.822995
,464.064,0.834115
,466.564,0.83238
,469.06,0.834997
,471.551,0.839172
,474.037,0.836873
,476.518,0.842449
,478.995,0.844673
,481.467,0.845762
,483.934,0.846407
,486.396,0.856828
,488.853,0.850692
,491.305,0.862368
,493.753,0.855584
,496.195,0.858561
,498.632,0.861896
,501.065,0.869121
,503.492,0.877388
,505.914,0.888811
,508.332,0.886049
,510.743,0.892739
,513.15,0.894456
,515.552,0.918903
,517.948,0.923433
,520.339,0.935956
,522.725,0.943418
,525.106,0.947711
,527.481,0.958606
,529.851,0.954387
,532.216,0.97056
,534.575,0.973165
,536.929,0.976264
,539.277,0.98215
,541.62,0.982286
,543.957,0.979688
,546.289,0.986252
,548.616,0.989447
,550.936,0.991724
,553.252,0.988941
,555.561,0.994427
,557.865,0.989613
,560.164,0.995975
,562.457,0.999831
,564.744,0.999356
,567.025,1.00858
,569.301,1.00011
,571.571,0.997711
